id,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge
1742,MN,85,415, 363-1208, no, no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1
1743,HI,79,415, 334-5263, no, no,0,41.9,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08
1744,ND,35,415, 361-4137, no, no,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57
1745,WI,120,408, 374-8187, no, yes,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08
1746,MN,68,510, 370-1525, no, no,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75
1747,DC,60,408, 355-3801, no, no,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65
1748,KS,120,510, 392-5605, no, no,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7
1749,MT,71,510, 363-1366, no, yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81
1750,WV,124,415, 358-5274, no, no,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38
1753,NY,181,415, 421-8537, yes, no,0,161.3,83,27.42,124.4,83,10.57,262,98,11.79,14.1,3,3.81
1755,NC,54,415, 407-7258, yes, no,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62
1756,MO,80,408, 405-4420, yes, yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21
1757,NC,118,408, 340-2855, yes, yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48
1758,NJ,42,408, 342-8002, yes, no,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24
1760,TX,66,415, 402-3886, no, yes,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4
1761,WA,66,415, 336-5900, no, no,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48
1762,TN,127,415, 339-7684, no, yes,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08
1764,WY,93,408, 360-7246, no, yes,42,166.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11
1767,NJ,125,415, 406-6400, no, no,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13
1769,MN,115,510, 390-5055, yes, no,0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92
1770,NC,114,408, 405-7542, no, no,0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59
1772,ND,118,415, 329-3458, no, yes,39,91.5,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43
1774,ND,87,415, 343-4147, yes, yes,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11
1775,NY,21,415, 335-2274, no, no,0,244.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,1,1.78
1777,WY,62,415, 336-6907, no, no,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97
1779,CO,54,510, 360-1643, no, yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05
1780,LA,112,510, 410-2518, no, no,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05
1782,TX,201,415, 408-1486, no, yes,21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08
1783,PA,88,510, 396-1648, no, no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16
1788,OH,146,408, 391-8554, no, yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11
1789,WI,63,510, 395-1693, no, yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32
1791,KY,125,408, 328-3402, no, no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48
1792,OH,72,510, 411-4781, no, no,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92
1793,TN,130,408, 401-2581, no, no,0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65
1795,NY,54,415, 348-6853, no, no,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11
1796,GA,160,415, 341-8412, no, yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1
1797,TX,79,415, 330-8142, no, no,0,144,90,24.48,135.8,91,11.54,212.4,129,9.56,13,4,3.51
1798,WV,92,415, 361-1404, no, yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75
1799,MI,59,415, 375-9671, no, no,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24
1800,ND,132,510, 372-1824, no, no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67
1802,SD,93,415, 333-3595, no, no,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3
1804,AK,101,510, 411-4940, no, no,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3
1805,CT,125,415, 409-7523, yes, no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59
1806,CO,63,415, 408-6725, no, no,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89
1807,MD,107,415, 350-2384, no, no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16
1808,ND,110,408, 348-1706, no, no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48
1810,MN,117,408, 373-3731, no, no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73
1812,NH,115,510, 399-8859, no, no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16
1813,CO,156,408, 377-4518, yes, no,0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24
1814,KY,89,408, 341-1594, no, no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65
1815,KY,72,415, 418-8770, no, no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54
1816,IN,101,415, 332-9118, no, yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57
1818,SD,116,408, 393-3535, no, no,0,167.8,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97
1820,OR,117,415, 402-2482, no, yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19
1821,NE,56,510, 408-4865, no, no,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4
1823,OH,127,408, 396-9462, no, no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38
1825,KS,138,510, 363-8715, no, yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05
1826,TX,120,415, 356-1358, no, no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11
1827,WI,102,408, 360-7839, no, no,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08
1828,OR,95,415, 364-8774, no, no,0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62
1831,CT,50,408, 351-9037, no, no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84
1832,OH,93,415, 397-9184, no, yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05
1833,WY,68,510, 398-4538, no, no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08
1834,IL,70,408, 382-6827, no, no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16
1836,DC,141,415, 333-9511, no, yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16
1837,MA,112,415, 358-7379, no, yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62
1840,AL,70,415, 345-7014, no, no,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56
1841,OR,87,510, 395-1898, no, yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92
1843,WA,97,408, 373-8908, no, no,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4
1844,NV,105,408, 415-1203, no, no,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37
1845,SC,77,510, 369-7017, no, yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11
1846,NC,80,415, 420-8435, yes, no,0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75
1849,FL,148,510, 394-7710, yes, no,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32
1850,PA,119,408, 342-4122, no, no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75
1853,KS,101,510, 413-1061, no, yes,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92
1854,KY,172,415, 343-5347, no, no,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59
1855,DE,80,415, 376-4861, no, no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49
1856,WI,67,510, 417-2265, no, no,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94
1857,CO,86,408, 419-7415, no, no,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62
1859,DE,133,510, 333-2906, no, no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02
1860,IL,116,510, 360-7477, no, no,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16
1861,WA,63,408, 342-5243, no, no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2
1862,MA,119,408, 417-3999, yes, yes,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08
1863,OH,133,408, 379-1720, yes, no,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16
1865,MA,69,510, 352-5000, no, no,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08
1866,MI,146,408, 405-7676, no, no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13
1867,TX,119,510, 361-2349, no, no,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4
1870,MS,101,408, 387-5533, no, no,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65
1872,IN,69,408, 357-3577, no, no,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49
1873,NY,15,510, 394-3312, yes, no,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19
1875,WV,67,510, 373-8895, no, no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32
1877,OK,46,415, 354-8191, no, no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19
1879,KY,39,415, 359-4336, no, no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11
1880,TX,92,510, 336-9901, no, no,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54
1881,CT,56,415, 406-3069, no, no,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4
1882,NE,76,415, 334-6519, no, no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08
1883,HI,132,408, 361-8113, yes, yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48
1884,SC,140,510, 347-9769, no, yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3
1885,AK,51,510, 352-9130, yes, yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32
1886,SD,27,408, 378-4557, no, no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43
1887,ID,224,510, 360-8919, no, no,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49
1889,WA,117,408, 381-2498, no, no,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24
1891,OH,135,415, 412-2947, no, no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78
1892,VA,146,415, 363-3571, no, no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78
1894,IN,68,510, 330-9354, no, no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4
1895,NM,68,408, 396-7091, no, no,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75
1897,KY,131,415, 400-4020, no, no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67
1903,AL,85,415, 368-9007, no, no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02
1904,NJ,93,510, 384-5632, yes, yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78
1906,NY,61,415, 343-9645, no, no,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89
1907,DC,91,415, 384-7873, no, yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94
1908,NE,88,408, 396-2187, no, yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65
1910,VT,195,415, 377-7843, no, yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27
1911,NM,182,415, 382-7999, no, no,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76
1912,CO,118,408, 328-1222, no, no,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21
1914,IL,65,510, 369-8871, no, no,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49
1915,UT,61,408, 335-9726, no, yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67
1916,WV,172,415, 357-3709, no, no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76
1919,ND,177,408, 384-9033, no, no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83
1921,NM,67,415, 404-7518, no, no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32
1922,DE,136,415, 353-1954, no, no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54
1923,GA,71,415, 391-7166, no, no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62
1924,HI,134,408, 370-9000, no, no,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19
1926,NJ,84,415, 412-3898, no, no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65
1927,ME,39,408, 366-5640, no, no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65
1928,OK,110,510, 356-2302, no, no,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13
1929,TN,102,510, 345-9018, no, no,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02
1931,NY,142,415, 337-1151, no, no,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94
1935,HI,105,415, 401-7359, no, no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35
1936,MD,108,415, 375-2184, yes, yes,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67
1937,VA,90,415, 367-6005, no, no,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08
1938,IN,100,415, 364-2166, no, yes,33,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27
1940,AZ,113,510, 403-9719, no, no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48
1941,WI,123,415, 371-8452, no, no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35
1943,MO,42,415, 410-5250, no, no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38
1945,HI,131,415, 406-8324, no, yes,30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81
1946,WA,107,415, 411-7110, no, no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3
1949,LA,128,415, 333-9266, no, no,0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84
1950,WI,73,415, 419-4894, no, no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7
1951,TX,52,415, 364-9904, no, no,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89
1952,MI,126,415, 394-3048, yes, yes,26,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59
1954,WA,137,408, 357-3187, no, no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3
1955,ND,71,510, 373-8483, no, no,0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19
1957,MS,107,510, 352-6282, no, yes,30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4
1959,RI,116,510, 412-3527, no, no,0,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35
1960,NY,60,510, 328-4231, no, yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46
1961,TX,38,510, 413-9055, no, no,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75
1962,DE,63,408, 363-8755, no, no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3
1965,MS,158,510, 411-3578, no, no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97
1966,NY,139,510, 399-7268, no, no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3
1967,NE,77,415, 350-1532, no, no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54
1969,KY,72,408, 407-9290, no, no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16
1971,VA,103,510, 393-4621, no, no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51
1973,ND,124,415, 351-1466, no, no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38
1975,KY,113,408, 403-2673, no, yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35
1976,WA,71,408, 355-1735, no, no,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89
1977,NV,177,415, 416-7679, no, yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81
1980,ID,60,510, 408-6676, no, no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2
1982,ME,66,510, 331-6270, no, no,0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43
1983,SD,125,415, 404-9754, no, no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24
1984,SC,114,510, 364-9425, no, yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54
1987,WI,70,415, 405-9233, no, no,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27
1990,MT,124,415, 420-5652, no, yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24
1991,DE,99,415, 415-1141, no, no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35
1992,VA,150,510, 334-5634, no, no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4
1993,MA,81,510, 403-4200, no, no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05
1994,IN,86,510, 357-7893, no, no,0,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22
1996,NV,118,510, 381-1026, no, yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16
1997,CO,89,415, 388-8722, no, no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05
1998,KS,93,415, 418-3135, no, no,0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54
2003,NY,156,408, 337-6851, no, no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48
2006,NY,119,415, 343-1458, no, no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3
2007,AR,91,510, 415-4875, no, yes,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78
2008,MI,102,510, 381-2726, no, no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67
2009,OK,86,415, 395-3852, no, yes,33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21
2010,TX,82,415, 358-7914, no, no,0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24
2012,ID,86,415, 355-1019, no, no,0,194.2,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51
2013,IL,134,408, 382-9447, no, no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65
2016,NE,64,408, 360-6416, no, no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73
2017,RI,80,510, 332-8764, no, no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48
2019,ID,153,415, 410-5963, no, yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03
2021,SD,108,415, 390-9986, no, no,0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4
2024,OK,87,415, 386-8118, no, no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62
2027,NV,69,415, 387-2698, no, no,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81
2028,IL,87,408, 417-1360, yes, yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92
2030,OK,154,415, 374-8329, yes, no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89
2031,KS,57,415, 363-8424, no, yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19
2032,IA,130,510, 408-8910, no, no,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08
2033,NJ,151,415, 399-3840, no, no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56
2034,NJ,162,408, 367-8692, no, no,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81
2035,MT,60,415, 387-4504, no, no,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94
2036,IA,81,510, 328-2647, no, no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35
2037,WA,132,415, 369-7903, no, no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16
2038,NE,86,408, 399-6852, no, no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81
2042,WI,105,415, 394-6505, no, yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67
2043,MT,51,415, 419-3612, no, yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02
2044,GA,64,408, 356-1952, no, no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73
2045,MT,80,510, 416-7866, yes, yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7
2046,ND,56,415, 398-1759, no, no,0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67
2048,SD,103,510, 412-7278, no, no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29
2049,OH,164,510, 347-1263, no, yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59
2050,OH,116,415, 386-5684, no, yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89
2053,NV,183,415, 330-3429, no, no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62
2054,UT,104,408, 418-4637, no, no,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51
2057,VT,101,415, 411-5334, no, no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59
2059,CT,97,415, 374-7285, no, no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27
2060,KS,94,408, 379-7215, no, no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4
2062,SD,125,510, 393-9677, no, yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78
2063,ME,140,415, 345-9598, no, no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78
2065,VA,67,415, 330-7486, no, no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48
2066,NJ,113,415, 397-6425, no, no,0,186,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29
2067,TN,121,510, 338-1815, no, yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08
2068,DC,93,408, 406-5023, no, no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67
2069,DC,121,408, 368-2458, no, no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32
2070,OR,53,408, 400-8375, no, no,0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65
2071,RI,75,415, 387-8201, no, no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54
2073,WI,162,408, 412-8811, no, no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76
2074,IN,140,415, 413-3990, no, no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05
2075,MI,91,408, 345-2448, no, no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78
2076,ID,73,510, 394-4512, no, yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38
2079,AZ,100,415, 390-1552, no, no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16
2080,MN,122,415, 389-2477, no, no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54
2082,AL,82,408, 406-8037, no, no,0,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73
2083,PA,65,415, 382-9138, no, yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65
2084,AK,52,510, 414-7942, no, no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7,8.3,6,2.24
